"";"AMT_INCOME_TOTAL";"AMT_CREDIT";"AMT_ANNUITY";"DAYS_BIRTH";"OWN_CAR_AGE";"AMT_GOODS_PRICE";"CNT_FAM_MEMBERS";"CODE_GENDER";"NAME_INCOME_TYPE";"NAME_EDUCATION_TYPE";"NAME_FAMILY_STATUS";"OCCUPATION_TYPE";"ORGANIZATION_TYPE";"REGION_RATING_CLIENT";"TARGET"
"125859";157500;781920;40054,5;-9062;NA;675000;2;"F";"Working";"Secondary / secondary special";"Married";NA;"Business Entity Type 3";"2";"0"
"177977";225000;2517300;66532,5;-20119;6;2250000;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 1";"1";"0"
"25822";238500;810378;26271;-20110;12;580500;1;"F";"Working";"Secondary / secondary special";"Widow";NA;"Security Ministries";"3";"0"
"226";315000;1575000;41548,5;-13640;2;1575000;2;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Postal";"2";"0"
"204241";157500;746280;59094;-15734;NA;675000;3;"F";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"1";"0"
"11372";126000;270000;13500;-13300;NA;270000;4;"F";"Commercial associate";"Secondary / secondary special";"Married";NA;"Self-employed";"2";"0"
"262631";135000;533668,5;25803;-15825;NA;477000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Core staff";"Self-employed";"2";"0"
"136765";247500;977967;29650,5;-17208;9;844240,5;2;"F";"Working";"Higher education";"Married";"High skill tech staff";"Business Entity Type 3";"2";"0"
"168141";81000;454500;21865,5;-9731;NA;454500;2;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"124431";180000;225000;21276;-25201;NA;225000;2;"F";"Pensioner";"Higher education";"Married";NA;"XNA";"3";"0"
"279943";117000;94500;7596;-17002;NA;94500;3;"F";"Working";"Secondary / secondary special";"Married";NA;"Self-employed";"3";"0"
"102442";247500;2013840;53253;-16528;15;1800000;2;"F";"State servant";"Higher education";"Civil marriage";"Managers";"Government";"2";"0"
"27677";180000;270000;13500;-12831;6;270000;2;"M";"Working";"Incomplete higher";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"146643";56250;305955;30388,5;-21882;NA;283500;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"78546";90000;416052;15813;-17711;NA;292500;2;"F";"Working";"Higher education";"Civil marriage";"Laborers";"Construction";"1";"0"
"124790";135000;576000;45639;-11664;NA;576000;2;"F";"Working";"Higher education";"Married";NA;"Kindergarten";"2";"0"
"174218";202500;729792;24246;-22255;NA;630000;2;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Business Entity Type 3";"1";"0"
"41910";315000;1125000;33025,5;-17458;NA;1125000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"148740";121500;1258650;53455,5;-21828;3;1125000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"3";"0"
"188630";171000;323194,5;26041,5;-10053;NA;279000;2;"F";"Commercial associate";"Secondary / secondary special";"Civil marriage";"Sales staff";"Business Entity Type 3";"2";"0"
"114571";67500;508495,5;24462;-14959;NA;454500;4;"F";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"72458";213300;733176;28539;-20746;NA;612000;1;"F";"Commercial associate";"Higher education";"Separated";"Managers";"Business Entity Type 3";"3";"0"
"73495";76500;180000;9000;-7712;NA;180000;1;"M";"Working";"Higher education";"Single / not married";"Sales staff";"Self-employed";"2";"0"
"2977";585000;798408;61915,5;-15246;NA;720000;3;"M";"Commercial associate";"Higher education";"Married";"Managers";"Construction";"1";"0"
"54354";202500;241618,5;22486,5;-10165;NA;229500;1;"F";"Working";"Secondary / secondary special";"Single / not married";"Drivers";"Business Entity Type 3";"3";"0"
"122581";135000;587619;19084,5;-18694;NA;490500;1;"F";"Working";"Secondary / secondary special";"Widow";"Sales staff";"Business Entity Type 3";"3";"0"
"220019";157500;1125000;30168;-17330;NA;1125000;2;"F";"State servant";"Higher education";"Married";"Core staff";"School";"2";"0"
"228972";112500;180000;9000;-7697;7;180000;1;"M";"Working";"Secondary / secondary special";"Single / not married";"Laborers";"Business Entity Type 3";"3";"0"
"271785";157500;675000;33750;-18566;6;675000;2;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Self-employed";"2";"0"
"18013";67500;384048;18031,5;-13957;NA;270000;2;"F";"Working";"Secondary / secondary special";"Married";"Cleaning staff";"Trade: type 7";"2";"0"
"229646";252000;1111500;39510;-13279;NA;1111500;3;"F";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Other";"2";"0"
"191524";337500;1515415,5;57852;-9958;NA;1354500;2;"M";"State servant";"Higher education";"Married";"Core staff";"Police";"2";"0"
"73191";315000;1288350;37800;-15657;NA;1125000;2;"F";"Working";"Higher education";"Married";"Realty agents";"Business Entity Type 3";"2";"0"
"11440";193500;752742;75343,5;-11127;NA;697500;3;"F";"State servant";"Higher education";"Married";"Accountants";"Government";"2";"0"
"99417";157500;1102171,5;45616,5;-21608;16;945000;1;"F";"Pensioner";"Secondary / secondary special";"Widow";NA;"XNA";"3";"0"
"203131";121500;810000;23683,5;-8403;NA;810000;1;"F";"Commercial associate";"Higher education";"Single / not married";"High skill tech staff";"Business Entity Type 1";"2";"0"
"20809";85500;359725,5;13689;-18011;NA;297000;2;"F";"Working";"Secondary / secondary special";"Married";"Low-skill Laborers";"Government";"2";"0"
"89535";157500;270000;13500;-13403;16;270000;3;"F";"Working";"Secondary / secondary special";"Civil marriage";"Laborers";"Business Entity Type 3";"2";"0"
"180504";126000;595903,5;28795,5;-10476;13;481500;2;"F";"Working";"Incomplete higher";"Married";NA;"Business Entity Type 1";"3";"0"
"256257";112500;779688;37638;-14598;NA;630000;4;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Self-employed";"3";"1"
"301173";135000;1125000;32895;-15166;4;1125000;3;"F";"Working";"Higher education";"Married";"Realty agents";"Realtor";"2";"0"
"70446";144000;278460;25668;-17183;NA;225000;1;"F";"State servant";"Secondary / secondary special";"Single / not married";"Accountants";"Government";"3";"0"
"227219";247500;781920;61906,5;-18126;NA;675000;2;"F";"Working";"Higher education";"Married";"Medicine staff";"Medicine";"3";"0"
"292173";90000;417024;21420;-21494;NA;360000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"252688";112500;1082214;35041,5;-16556;20;945000;3;"F";"Working";"Higher education";"Married";"Laborers";"Self-employed";"2";"0"
"307100";135000;454500;33394,5;-19181;NA;454500;2;"F";"Working";"Secondary / secondary special";"Married";NA;"Government";"2";"0"
"83794";135000;490495,5;26131,5;-22848;NA;454500;2;"F";"Pensioner";"Higher education";"Civil marriage";NA;"XNA";"2";"0"
"34867";193500;283500;13788;-10358;NA;283500;3;"F";"Working";"Secondary / secondary special";"Married";"Managers";"Postal";"2";"1"
"104009";189000;305221,5;24246;-14075;NA;252000;1;"F";"Working";"Secondary / secondary special";"Single / not married";"Medicine staff";"Medicine";"2";"0"
"103233";225000;288792;14175;-10799;NA;189000;1;"F";"Working";"Secondary / secondary special";"Separated";NA;"Self-employed";"1";"0"
"21534";270000;497520;39438;-11629;NA;450000;3;"M";"Working";"Secondary / secondary special";"Married";"Low-skill Laborers";"Trade: type 2";"2";"1"
"46155";112500;576072;26986,5;-9199;NA;405000;1;"M";"Working";"Secondary / secondary special";"Single / not married";"Laborers";"Business Entity Type 3";"3";"0"
"264815";211500;1759180,5;61276,5;-13793;NA;1606500;3;"F";"Commercial associate";"Higher education";"Married";"Core staff";"School";"2";"0"
"160145";193500;1546020;45198;-13903;NA;1350000;3;"F";"Commercial associate";"Higher education";"Married";"Core staff";"Mobile";"2";"0"
"202848";90000;967428;28287;-20106;NA;693000;2;"F";"Commercial associate";"Higher education";"Married";"Core staff";"Kindergarten";"2";"1"
"222169";112500;810000;40500;-14434;NA;810000;5;"F";"Working";"Secondary / secondary special";"Married";"Core staff";"School";"2";"0"
"4341";157500;270000;13500;-8421;3;270000;1;"F";"Commercial associate";"Higher education";"Single / not married";"Sales staff";"Business Entity Type 3";"2";"0"
"20950";135000;518562;37008;-17403;NA;463500;2;"M";"Commercial associate";"Higher education";"Married";"Laborers";"Transport: type 4";"2";"0"
"80909";67500;284400;13963,5;-9434;NA;225000;2;"F";"Commercial associate";"Secondary / secondary special";"Single / not married";NA;"Business Entity Type 3";"2";"0"
"149318";270000;2013840;55507,5;-15015;NA;1800000;3;"F";"State servant";"Higher education";"Married";"Core staff";"School";"2";"0"
"106918";135000;450000;22018,5;-14772;1;450000;2;"F";"Working";"Secondary / secondary special";"Married";"Medicine staff";"Medicine";"2";"1"
"181400";135000;188685;8122,5;-22180;16;157500;2;"M";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"219606";157500;288873;8887,5;-22234;NA;238500;1;"M";"Pensioner";"Secondary / secondary special";"Widow";NA;"XNA";"2";"0"
"25647";135000;855000;25128;-15752;NA;855000;2;"F";"Working";"Secondary / secondary special";"Civil marriage";"Private service staff";"Services";"2";"0"
"166890";225000;354519;27562,5;-10406;NA;328500;3;"F";"Commercial associate";"Secondary / secondary special";"Civil marriage";"Medicine staff";"Business Entity Type 3";"1";"0"
"173058";112500;1078200;34780,5;-10873;NA;9e+05;2;"F";"Commercial associate";"Secondary / secondary special";"Married";NA;"Self-employed";"2";"0"
"251024";157500;450000;22018,5;-18673;NA;450000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Medicine";"2";"0"
"238243";49500;592560;26230,5;-13831;NA;450000;2;"F";"Working";"Secondary / secondary special";"Married";"Cleaning staff";"Electricity";"2";"0"
"236574";225000;630000;31500;-20396;NA;630000;2;"F";"Pensioner";"Higher education";"Married";NA;"XNA";"1";"0"
"72356";360000;781920;28215;-16115;11;675000;4;"M";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"1";"0"
"177061";135000;526491;29529;-8849;NA;454500;3;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Business Entity Type 3";"2";"0"
"233002";103500;454500;25375,5;-9867;NA;454500;6;"F";"Working";"Secondary / secondary special";"Civil marriage";"Security staff";"Other";"2";"0"
"122246";135000;202500;10125;-18877;NA;202500;2;"F";"Working";"Secondary / secondary special";"Separated";"Sales staff";"Business Entity Type 3";"1";"0"
"148616";135000;901813,5;29934;-18636;NA;778500;3;"F";"Pensioner";"Higher education";"Married";NA;"XNA";"2";"0"
"29846";112500;254700;14751;-24282;1;225000;1;"F";"Pensioner";"Secondary / secondary special";"Widow";NA;"XNA";"1";"0"
"182286";247500;450000;30073,5;-9111;8;450000;2;"M";"Working";"Higher education";"Civil marriage";NA;"Other";"1";"0"
"274746";135000;512446,5;31477,5;-13003;NA;463500;2;"M";"Working";"Secondary / secondary special";"Single / not married";"Laborers";"Business Entity Type 2";"2";"0"
"120379";85500;1042560;34587;-21710;13;9e+05;2;"M";"Working";"Secondary / secondary special";"Married";"Core staff";"School";"3";"0"
"171601";337500;765261;51475,5;-17691;NA;684000;3;"F";"State servant";"Higher education";"Married";NA;"Government";"2";"0"
"98065";99000;101880;11493;-12655;NA;90000;2;"M";"Working";"Secondary / secondary special";"Single / not married";"Laborers";"Industry: type 1";"2";"0"
"105435";450000;302206,5;11520;-23672;5;229500;2;"M";"Pensioner";"Higher education";"Married";NA;"XNA";"1";"1"
"84216";139500;630000;18418,5;-15197;NA;630000;2;"F";"State servant";"Secondary / secondary special";"Married";"Medicine staff";"Medicine";"3";"0"
"119358";225000;787500;23157;-19128;NA;787500;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"154685";202500;592560;40216,5;-14400;1;450000;3;"F";"Commercial associate";"Secondary / secondary special";"Married";"Managers";"Construction";"1";"0"
"300309";108000;450000;16294,5;-22915;NA;450000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"107294";135000;454500;21996;-18755;15;454500;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Industry: type 3";"2";"0"
"35115";135000;284400;16011;-13618;NA;225000;3;"F";"Working";"Incomplete higher";"Married";"Cooking staff";"Security Ministries";"2";"0"
"137568";103500;107820;9382,5;-11966;7;90000;2;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Transport: type 3";"2";"0"
"178477";81000;291384;20722,5;-23315;10;270000;2;"M";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"258559";180000;697500;27661,5;-15816;NA;697500;1;"F";"State servant";"Secondary / secondary special";"Single / not married";"Core staff";"Kindergarten";"1";"0"
"58781";157500;545040;26640;-11840;NA;450000;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"1";"0"
"219098";202500;1057657,5;44941,5;-15491;NA;868500;2;"F";"Working";"Secondary / secondary special";"Single / not married";"Laborers";"Self-employed";"2";"0"
"287193";112500;284400;13963,5;-15696;NA;225000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Drivers";"School";"3";"0"
"2100";382500;337500;16875;-23326;NA;337500;2;"M";"Commercial associate";"Higher education";"Married";NA;"Business Entity Type 3";"1";"0"
"216397";180000;616923;48870;-9605;4;558000;4;"M";"Working";"Secondary / secondary special";"Married";NA;"Industry: type 7";"2";"0"
"191777";292500;545040;25537,5;-16735;NA;450000;2;"F";"Working";"Secondary / secondary special";"Civil marriage";"Sales staff";"Self-employed";"2";"0"
"52901";67500;137538;13734;-17453;NA;121500;3;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Business Entity Type 3";"3";"0"
"285395";112500;137520;6817,5;-20910;NA;90000;2;"M";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"201417";135000;970380;28372,5;-16063;NA;810000;2;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Trade: type 7";"2";"0"
"89444";270000;1494000;76023;-21400;NA;1494000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"3";"0"
"54258";135000;247500;12375;-17541;NA;247500;2;"F";"Commercial associate";"Higher education";"Married";"Managers";"Self-employed";"3";"0"
"7897";270000;1484181;40815;-15787;NA;1296000;3;"F";"Working";"Incomplete higher";"Civil marriage";"Laborers";"Business Entity Type 3";"1";"0"
"305745";225000;225000;16002;-17875;NA;225000;2;"F";"Working";"Secondary / secondary special";"Single / not married";"Accountants";"Self-employed";"2";"0"
"12776";81000;509602,5;26149,5;-11519;NA;387000;2;"F";"Working";"Lower secondary";"Single / not married";"Sales staff";"Self-employed";"2";"0"
"44017";135000;252000;12798;-14041;9;252000;3;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Industry: type 9";"2";"0"
"25870";450000;1885536;97762,5;-14500;3;1800000;3;"F";"State servant";"Higher education";"Married";NA;"Military";"2";"0"
"22772";112500;202500;10125;-18957;NA;202500;1;"F";"Working";"Secondary / secondary special";"Single / not married";"Core staff";"Postal";"2";"0"
"116234";234000;1260000;36972;-19378;2;1260000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"14416";135000;215640;15138;-20464;NA;180000;2;"F";"Working";"Secondary / secondary special";"Married";"Core staff";"School";"2";"0"
"142334";180000;536917,5;19413;-13989;NA;463500;2;"F";"Working";"Secondary / secondary special";"Single / not married";"Sales staff";"Trade: type 7";"2";"1"
"165502";202500;743031;39717;-16978;NA;688500;2;"F";"Working";"Secondary / secondary special";"Married";"Core staff";"Self-employed";"2";"0"
"138304";90000;269550;19170;-19053;NA;225000;1;"F";"Working";"Secondary / secondary special";"Widow";"Sales staff";"Trade: type 7";"2";"1"
"202490";121500;619749;43263;-11039;NA;585000;5;"F";"Commercial associate";"Secondary / secondary special";"Married";"Medicine staff";"Medicine";"2";"0"
"71876";157500;592560;28638;-19802;NA;450000;2;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Industry: type 9";"3";"0"
"196868";135000;675000;26284,5;-13425;NA;675000;2;"F";"Commercial associate";"Secondary / secondary special";"Single / not married";"Sales staff";"Trade: type 7";"2";"0"
"117806";517500;225000;26833,5;-13961;NA;225000;3;"M";"Commercial associate";"Higher education";"Married";"Managers";"Business Entity Type 3";"2";"0"
"124280";60750;388152;16573,5;-21206;NA;324000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"101665";112500;1346089,5;44617,5;-12227;6;1206000;2;"M";"Working";"Secondary / secondary special";"Married";"Sales staff";"Trade: type 1";"2";"0"
"78726";135000;490495,5;28156,5;-22997;NA;454500;1;"F";"Pensioner";"Secondary / secondary special";"Widow";NA;"XNA";"3";"0"
"299801";270000;1125000;47794,5;-17407;10;1125000;2;"M";"Working";"Higher education";"Married";"Sales staff";"Construction";"1";"0"
"105184";202500;679500;19867,5;-13708;NA;679500;3;"F";"Working";"Higher education";"Separated";"Laborers";"Industry: type 1";"2";"0"
"52653";238500;635962,5;35509,5;-21387;NA;549000;2;"F";"Working";"Higher education";"Civil marriage";"Accountants";"Other";"3";"0"
"295080";180000;497520;53712;-16685;10;450000;3;"M";"Working";"Secondary / secondary special";"Separated";"Drivers";"Transport: type 4";"2";"1"
"279358";157500;1006920;40063,5;-20010;2;9e+05;2;"F";"State servant";"Secondary / secondary special";"Married";"Medicine staff";"Medicine";"2";"0"
"38603";225000;879480;23328;-21209;12;630000;2;"M";"Working";"Higher education";"Married";"Security staff";"Kindergarten";"1";"0"
"247558";112500;337500;16875;-11301;5;337500;2;"F";"Working";"Secondary / secondary special";"Married";"Cooking staff";"Kindergarten";"1";"0"
"287174";90000;156384;17815,5;-13239;NA;135000;3;"F";"Working";"Secondary / secondary special";"Civil marriage";"Cleaning staff";"Transport: type 4";"3";"0"
"40385";495000;270000;13500;-7793;8;270000;1;"M";"Commercial associate";"Higher education";"Single / not married";"Managers";"Business Entity Type 3";"1";"0"
"177304";103500;495000;26851,5;-17437;6;495000;1;"M";"Working";"Secondary / secondary special";"Separated";"Drivers";"Business Entity Type 3";"2";"0"
"7242";63000;225000;23184;-22430;NA;225000;1;"F";"Pensioner";"Secondary / secondary special";"Single / not married";NA;"XNA";"2";"0"
"201060";166500;436032;34447,5;-17177;NA;360000;1;"F";"State servant";"Secondary / secondary special";"Single / not married";"Laborers";"Business Entity Type 2";"1";"0"
"298335";157500;183384;19876,5;-19572;NA;162000;1;"F";"Pensioner";"Lower secondary";"Widow";NA;"XNA";"2";"0"
"266092";157500;408330;22279,5;-10202;NA;292500;1;"M";"Working";"Secondary / secondary special";"Single / not married";NA;"Business Entity Type 1";"2";"0"
"207968";337500;904500;26446,5;-12605;25;904500;2;"M";"Commercial associate";"Higher education";"Married";NA;"Business Entity Type 3";"2";"0"
"217694";157500;1128595,5;33129;-12879;4;985500;2;"F";"State servant";"Higher education";"Married";NA;"Security Ministries";"2";"0"
"12973";58500;555273;18040,5;-22312;NA;463500;2;"M";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"167347";360000;9e+05;45000;-9084;2;9e+05;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Construction";"2";"0"
"175912";225000;558855;44284,5;-17329;4;477000;3;"M";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"1"
"281381";90000;269550;14112;-9001;NA;225000;3;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"0"
"207378";76500;139500;10953;-15371;NA;139500;1;"F";"Working";"Secondary / secondary special";"Single / not married";"Sales staff";"Business Entity Type 3";"2";"0"
"119780";202500;269550;20988;-12447;11;225000;3;"M";"Commercial associate";"Higher education";"Married";NA;"Bank";"2";"0"
"68840";54000;360000;17446,5;-21338;NA;360000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"3";"0"
"258259";360000;479700;49153,5;-13270;NA;450000;4;"M";"Commercial associate";"Secondary / secondary special";"Married";"Drivers";"Business Entity Type 3";"2";"0"
"26364";270000;526491;22131;-11496;18;454500;2;"M";"Working";"Secondary / secondary special";"Married";"Sales staff";"Business Entity Type 3";"2";"0"
"112092";180000;1323000;36382,5;-19908;NA;1323000;2;"F";"Working";"Secondary / secondary special";"Married";NA;"Government";"2";"0"
"227746";135000;285453;15484,5;-21126;NA;193500;1;"F";"Pensioner";"Secondary / secondary special";"Single / not married";NA;"XNA";"2";"0"
"98480";112500;135000;14539,5;-10549;NA;135000;2;"F";"Commercial associate";"Higher education";"Civil marriage";NA;"Other";"3";"0"
"198548";148500;427500;25960,5;-18690;NA;427500;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Industry: type 7";"2";"0"
"174646";202500;9e+05;38133;-9906;NA;9e+05;3;"F";"State servant";"Higher education";"Separated";"Core staff";"Kindergarten";"3";"0"
"85547";189000;180000;9000;-8897;NA;180000;1;"M";"Working";"Higher education";"Single / not married";"Core staff";"School";"1";"0"
"168488";81000;808650;26217;-16477;NA;675000;2;"F";"Working";"Secondary / secondary special";"Married";"High skill tech staff";"Business Entity Type 3";"2";"1"
"4405";315000;1552221;54085,5;-23066;4;1417500;2;"F";"Commercial associate";"Higher education";"Married";"Private service staff";"Self-employed";"2";"0"
"146739";279000;1129500;31059;-21622;NA;1129500;1;"F";"Pensioner";"Higher education";"Single / not married";NA;"XNA";"2";"0"
"120491";153000;117162;12433,5;-14824;11;103500;3;"M";"Commercial associate";"Secondary / secondary special";"Married";NA;"Military";"2";"0"
"292207";135000;373311;22689;-15562;NA;283500;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"3";"1"
"36527";112500;314100;16573,5;-14663;NA;225000;2;"M";"Working";"Lower secondary";"Civil marriage";"Laborers";"Business Entity Type 3";"2";"0"
"229319";225000;592560;30384;-15564;13;450000;2;"M";"Working";"Secondary / secondary special";"Civil marriage";"Drivers";"Self-employed";"2";"1"
"35528";220500;367389;16312,5;-10494;NA;279000;3;"M";"State servant";"Higher education";"Married";"Core staff";"Medicine";"3";"0"
"13556";180000;781920;41787;-11928;15;675000;1;"F";"Commercial associate";"Higher education";"Separated";NA;"Business Entity Type 3";"2";"0"
"16869";72000;135000;5944,5;-23079;6;135000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"93471";112500;314100;16573,5;-13087;NA;225000;2;"M";"Working";"Secondary / secondary special";"Single / not married";"Drivers";"Government";"2";"0"
"290745";112500;101880;10206;-12538;NA;90000;2;"F";"Commercial associate";"Secondary / secondary special";"Civil marriage";"Core staff";"School";"3";"0"
"174727";135000;779688;33165;-13967;NA;630000;1;"F";"Working";"Secondary / secondary special";"Single / not married";"Cooking staff";"Business Entity Type 3";"2";"1"
"290220";90000;127350;12726;-17086;NA;112500;2;"F";"State servant";"Secondary / secondary special";"Civil marriage";"Cleaning staff";"Business Entity Type 2";"1";"0"
"307093";225000;904500;29308,5;-19470;NA;904500;2;"F";"Working";"Secondary / secondary special";"Married";"Security staff";"Business Entity Type 3";"2";"0"
"223143";135000;654948;63801;-21728;NA;630000;2;"F";"Working";"Secondary / secondary special";"Married";"Cleaning staff";"Other";"1";"0"
"94931";180000;277969,5;16087,5;-14611;NA;229500;5;"F";"Working";"Secondary / secondary special";"Civil marriage";"Sales staff";"Trade: type 7";"2";"0"
"10102";112500;325908;17811;-22659;NA;247500;1;"F";"Pensioner";"Secondary / secondary special";"Widow";NA;"XNA";"2";"0"
"139696";180000;714154,5;43821;-11736;9;616500;3;"F";"Commercial associate";"Higher education";"Married";"High skill tech staff";"Agriculture";"2";"0"
"243983";144000;125136;8491,5;-14373;NA;99000;3;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Other";"1";"0"
"285459";157500;781920;34443;-18441;NA;675000;1;"M";"Working";"Secondary / secondary special";"Separated";"Security staff";"Security";"2";"0"
"287854";216000;829584;26176,5;-13376;11;630000;1;"F";"State servant";"Higher education";"Single / not married";"High skill tech staff";"Military";"3";"0"
"160366";225000;808650;26086,5;-15008;12;675000;4;"M";"Commercial associate";"Secondary / secondary special";"Married";"Drivers";"Business Entity Type 3";"3";"1"
"52329";90000;450000;16965;-15286;NA;450000;2;"F";"State servant";"Secondary / secondary special";"Single / not married";"Managers";"Postal";"2";"0"
"30396";103500;284400;8752,5;-20528;NA;225000;1;"F";"Pensioner";"Secondary / secondary special";"Single / not married";NA;"XNA";"2";"0"
"263310";121500;675000;19867,5;-15078;NA;675000;3;"F";"State servant";"Secondary / secondary special";"Married";"Core staff";"Government";"2";"0"
"87131";193500;254799;13950;-19986;NA;193500;2;"F";"Working";"Secondary / secondary special";"Married";NA;"Business Entity Type 2";"2";"0"
"205665";157500;314100;21244,5;-11953;NA;225000;4;"F";"Working";"Secondary / secondary special";"Separated";"Laborers";"Business Entity Type 1";"3";"1"
"264628";225000;1113840;57001,5;-13270;NA;9e+05;4;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"166059";67500;354276;16645,5;-14501;NA;292500;2;"F";"Working";"Secondary / secondary special";"Civil marriage";"Security staff";"Business Entity Type 3";"3";"1"
"231610";270000;706500;36072;-20556;NA;706500;2;"F";"Pensioner";"Higher education";"Married";NA;"XNA";"1";"0"
"6653";283185;1293502,5;34119;-10754;NA;1129500;2;"F";"Commercial associate";"Higher education";"Civil marriage";"Accountants";"Business Entity Type 3";"1";"0"
"244447";157500;450000;22977;-9980;NA;450000;4;"F";"State servant";"Higher education";"Married";"Accountants";"Bank";"2";"0"
"104392";78750;265851;19035;-19091;NA;229500;2;"M";"Working";"Secondary / secondary special";"Single / not married";"Laborers";"Transport: type 2";"2";"0"
"21075";202500;234324;25366,5;-11103;NA;207000;4;"F";"Commercial associate";"Secondary / secondary special";"Civil marriage";"Managers";"Business Entity Type 3";"2";"1"
"108900";126000;760225,5;30150;-11349;NA;679500;4;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Trade: type 3";"2";"0"
"88966";180000;447768;29281,5;-11714;20;405000;1;"M";"Commercial associate";"Secondary / secondary special";"Single / not married";"Drivers";"Business Entity Type 3";"1";"0"
"98862";112500;675000;19867,5;-18812;NA;675000;3;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"60255";90000;576837;16996,5;-23401;NA;481500;1;"F";"Pensioner";"Secondary / secondary special";"Widow";NA;"XNA";"2";"0"
"78343";90000;194076;14638,5;-20491;NA;162000;2;"F";"Working";"Secondary / secondary special";"Married";"High skill tech staff";"Other";"3";"0"
"122534";94500;143910;15498;-16923;NA;135000;2;"F";"Pensioner";"Higher education";"Widow";NA;"XNA";"3";"0"
"264667";90000;142200;5238;-21677;6;112500;1;"F";"Pensioner";"Secondary / secondary special";"Single / not married";NA;"XNA";"2";"1"
"44454";247500;1506816;47313;-22205;9;1350000;1;"F";"Commercial associate";"Higher education";"Single / not married";"Managers";"Business Entity Type 3";"3";"0"
"297715";99000;314100;13437;-23945;NA;225000;1;"F";"Pensioner";"Incomplete higher";"Widow";NA;"XNA";"3";"0"
"30118";112500;985500;50193;-8427;NA;985500;1;"F";"Working";"Secondary / secondary special";"Single / not married";"Core staff";"Business Entity Type 1";"2";"0"
"2900";292500;501435;23373;-18735;NA;414000;1;"F";"Commercial associate";"Secondary / secondary special";"Widow";"Cooking staff";"Business Entity Type 3";"2";"1"
"165323";67500;630000;20952;-17462;1;630000;2;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Agriculture";"2";"0"
"109699";225000;500211;39649,5;-13022;NA;463500;4;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Government";"2";"1"
