"";"AMT_INCOME_TOTAL";"AMT_CREDIT";"AMT_ANNUITY";"DAYS_BIRTH";"OWN_CAR_AGE";"AMT_GOODS_PRICE";"CNT_FAM_MEMBERS";"CODE_GENDER";"NAME_INCOME_TYPE";"NAME_EDUCATION_TYPE";"NAME_FAMILY_STATUS";"OCCUPATION_TYPE";"ORGANIZATION_TYPE";"REGION_RATING_CLIENT";"TARGET"
"48579";112500;512145;27783;-10013;10;427500;2;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"3";"0"
"20820";180000;450000;22500;-15724;12;450000;1;"F";"Commercial associate";"Higher education";"Separated";"";"Business Entity Type 3";"2";"0"
"215771";112500;204768;10089;-18822;NA;162000;1;"F";"Working";"Secondary / secondary special";"Single / not married";"High skill tech staff";"Business Entity Type 2";"2";"0"
"264073";112500;373500;10399,5;-14930;NA;225000;2;"F";"Working";"Secondary / secondary special";"Married";"";"Business Entity Type 3";"2";"0"
"278440";112500;474048;28773;-9185;NA;360000;2;"F";"Working";"Secondary / secondary special";"Married";"";"Industry: type 11";"2";"0"
"135972";225000;9e+05;26446,5;-17550;3;9e+05;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"64727";135000;202500;10125;-8630;NA;202500;2;"F";"Working";"Secondary / secondary special";"Married";"Core staff";"Telecom";"2";"0"
"261238";675000;1325475;59125,5;-22081;NA;1125000;1;"F";"Commercial associate";"Secondary / secondary special";"Widow";"Managers";"Business Entity Type 3";"2";"0"
"225961";180000;1350000;93960;-14860;1;1350000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"0"
"191765";252000;720000;68364;-21663;39;720000;2;"M";"Working";"Secondary / secondary special";"Married";"Core staff";"Agriculture";"2";"0"
"232402";225000;545040;25537,5;-11166;16;450000;4;"F";"Working";"Higher education";"Married";"Core staff";"Medicine";"3";"0"
"113937";405000;1525482;42079,5;-15032;3;1363500;3;"F";"Commercial associate";"Higher education";"Married";"Managers";"Business Entity Type 3";"2";"0"
"251824";225000;343800;16852,5;-9510;2;225000;3;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Business Entity Type 3";"2";"0"
"33968";103500;808650;26086,5;-20640;NA;675000;2;"M";"Working";"Secondary / secondary special";"Married";"Core staff";"Agriculture";"2";"0"
"254112";135000;1350000;37255,5;-20417;NA;1350000;2;"F";"Working";"Secondary / secondary special";"Married";"Cleaning staff";"Housing";"2";"0"
"162037";135000;288873;19435,5;-13787;26;238500;4;"F";"Working";"Secondary / secondary special";"Married";"High skill tech staff";"Business Entity Type 2";"2";"0"
"36646";54000;284400;16011;-22996;NA;225000;1;"F";"Pensioner";"Secondary / secondary special";"Separated";"";"XNA";"2";"0"
"301433";270000;1236816;36292,5;-19788;NA;1080000;2;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Self-employed";"2";"0"
"164175";81000;180000;9000;-19617;18;180000;2;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Services";"2";"0"
"207261";225000;1078200;38331;-15632;6;9e+05;3;"M";"Working";"Secondary / secondary special";"Married";"Core staff";"Self-employed";"2";"0"
"266732";90000;808650;24732;-23479;NA;675000;2;"F";"Pensioner";"Secondary / secondary special";"Civil marriage";"";"XNA";"2";"0"
"268444";180000;180000;9000;-10330;NA;180000;2;"M";"Working";"Higher education";"Married";"Laborers";"Other";"2";"0"
"21189";90000;254700;17149,5;-8787;NA;225000;2;"F";"Commercial associate";"Higher education";"Civil marriage";"";"Business Entity Type 3";"2";"0"
"34938";135000;382500;19125;-18207;NA;382500;2;"M";"Working";"Secondary / secondary special";"Married";"Security staff";"Business Entity Type 3";"1";"0"
"107208";112500;337500;16875;-22600;NA;337500;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Cleaning staff";"Housing";"1";"0"
"182486";112500;505332;33291;-21065;NA;477000;1;"F";"Pensioner";"Secondary / secondary special";"Single / not married";"";"XNA";"2";"0"
"97389";90000;202500;10125;-12674;NA;202500;3;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"0"
"238803";90000;220500;10854;-11608;NA;220500;4;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Construction";"2";"0"
"210541";157500;1125000;44617,5;-15560;NA;1125000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"0"
"248787";405000;1629418,5;62194,5;-18091;10;1521000;2;"M";"Pensioner";"Higher education";"Married";"";"XNA";"2";"0"
"36131";135000;382500;19125;-8886;NA;382500;1;"F";"State servant";"Higher education";"Single / not married";"High skill tech staff";"Business Entity Type 2";"2";"0"
"58237";157500;376078,5;17662,5;-15124;14;310500;3;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Industry: type 9";"2";"0"
"98334";112500;337500;16875;-19821;NA;337500;1;"F";"Working";"Secondary / secondary special";"Widow";"";"Business Entity Type 2";"2";"0"
"223098";270000;1897632;52312,5;-15221;NA;1584000;4;"F";"State servant";"Higher education";"Married";"";"Telecom";"2";"0"
"206164";112500;225000;13045,5;-21436;NA;225000;2;"M";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"0"
"33376";180000;1350000;37125;-17483;8;1350000;2;"F";"Working";"Higher education";"Married";"High skill tech staff";"Culture";"2";"0"
"163919";76500;398016;25434;-19738;NA;360000;2;"F";"Working";"Lower secondary";"Married";"Cleaning staff";"Business Entity Type 3";"2";"0"
"240136";99000;1006920;42790,5;-22788;NA;9e+05;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"0"
"55748";189000;348264;34056;-18593;13;315000;2;"F";"State servant";"Secondary / secondary special";"Civil marriage";"Cooking staff";"School";"2";"0"
"202130";405000;539100;27652,5;-14123;3;450000;3;"F";"Working";"Higher education";"Married";"Accountants";"Medicine";"2";"0"
"69653";202500;1170000;34339,5;-21426;3;1170000;1;"M";"Commercial associate";"Secondary / secondary special";"Single / not married";"Drivers";"Self-employed";"2";"0"
"281886";180000;521280;27423;-15419;NA;450000;3;"F";"Commercial associate";"Secondary / secondary special";"Married";"Managers";"Business Entity Type 2";"1";"0"
"115460";112500;675000;19737;-17023;NA;675000;2;"F";"State servant";"Higher education";"Married";"Managers";"School";"2";"0"
"167408";112500;89554,5;10755;-12936;16;81000;2;"M";"Working";"Incomplete higher";"Married";"Drivers";"Business Entity Type 3";"2";"0"
"271848";135000;270000;13500;-19092;15;270000;2;"F";"Working";"Secondary / secondary special";"Civil marriage";"Sales staff";"Self-employed";"2";"0"
"122251";292500;1082214;31770;-12995;9;945000;4;"M";"Working";"Higher education";"Married";"Managers";"Business Entity Type 3";"2";"0"
"118993";58500;50940;5616;-9870;NA;45000;3;"F";"Working";"Higher education";"Married";"Sales staff";"Bank";"2";"0"
"149375";202500;1288350;37800;-12021;NA;1125000;2;"M";"Working";"Secondary / secondary special";"Civil marriage";"Managers";"Self-employed";"2";"0"
"301953";202500;1506816;49797;-16402;NA;1350000;4;"M";"Commercial associate";"Secondary / secondary special";"Married";"Drivers";"Government";"2";"0"
"265488";585000;1096020;59589;-18350;4;9e+05;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"Managers";"Self-employed";"2";"0"
"27734";135000;157500;17091;-11781;NA;157500;1;"M";"Commercial associate";"Higher education";"Single / not married";"Laborers";"Business Entity Type 3";"1";"0"
"68127";90000;299250;8226;-8164;14;225000;3;"F";"Commercial associate";"Higher education";"Married";"Core staff";"Business Entity Type 3";"2";"0"
"133270";45000;675000;19345,5;-22763;11;675000;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"0"
"157986";135000;225000;23755,5;-12489;NA;225000;4;"F";"Working";"Higher education";"Married";"Core staff";"Government";"2";"0"
"158711";116100;640080;31261,5;-10136;23;450000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Other";"2";"0"
"279494";135000;339241,5;16627,5;-14562;NA;238500;6;"M";"Commercial associate";"Secondary / secondary special";"Civil marriage";"Laborers";"Business Entity Type 3";"2";"0"
"67591";225000;755190;31995;-12225;18;675000;3;"M";"Commercial associate";"Higher education";"Married";"Managers";"Trade: type 7";"2";"0"
"234755";180000;1078200;31653;-19579;NA;9e+05;1;"F";"Commercial associate";"Secondary / secondary special";"Widow";"";"Business Entity Type 3";"1";"0"
"282448";180000;835380;33259,5;-19270;NA;675000;5;"M";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"172612";405000;733315,5;39199,5;-21596;23;679500;2;"M";"Pensioner";"Higher education";"Married";"";"XNA";"2";"0"
"159977";270000;801000;23548,5;-21690;NA;801000;2;"F";"Pensioner";"Secondary / secondary special";"Civil marriage";"";"XNA";"2";"0"
"44293";90000;270000;13500;-11234;NA;270000;3;"F";"Working";"Secondary / secondary special";"Married";"";"Self-employed";"2";"0"
"36271";180000;770292;28674;-9092;10;688500;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"";"Business Entity Type 3";"2";"0"
"93392";103500;754740;22198,5;-20099;NA;630000;1;"F";"Working";"Secondary / secondary special";"Widow";"Sales staff";"Business Entity Type 3";"2";"0"
"276635";157500;225000;11619;-14412;7;225000;1;"M";"Commercial associate";"Higher education";"Single / not married";"Drivers";"Transport: type 1";"2";"0"
"79101";540000;988875;50620,5;-11918;NA;868500;3;"M";"Commercial associate";"Higher education";"Civil marriage";"Managers";"Business Entity Type 3";"1";"0"
"54171";450000;450000;22018,5;-15955;18;450000;2;"M";"Working";"Secondary / secondary special";"Married";"";"Business Entity Type 2";"2";"0"
"215044";157500;1236816;36292,5;-19948;6;1080000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Accountants";"Business Entity Type 3";"2";"0"
"38309";202500;688500;40383;-15989;NA;688500;1;"F";"Commercial associate";"Secondary / secondary special";"Single / not married";"Sales staff";"Self-employed";"2";"0"
"226519";157500;153576;7596;-16040;NA;121500;1;"F";"State servant";"Secondary / secondary special";"Single / not married";"Cleaning staff";"Transport: type 4";"2";"0"
"39163";126000;302206,5;18391,5;-11805;NA;229500;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Sales staff";"Trade: type 7";"2";"0"
"11810";229500;1332000;39078;-18351;NA;1332000;1;"F";"Working";"Secondary / secondary special";"Widow";"Sales staff";"Business Entity Type 3";"2";"0"
"46870";472500;1381113;38110,5;-13141;20;1206000;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"";"Business Entity Type 3";"2";"0"
"56524";315000;728460;40806;-14298;NA;675000;5;"F";"Working";"Secondary / secondary special";"Married";"";"Business Entity Type 3";"3";"0"
"215395";135000;350181;37845;-19461;13;328500;2;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Industry: type 11";"2";"0"
"299914";54000;755190;30078;-20323;NA;675000;3;"F";"Pensioner";"Lower secondary";"Married";"";"XNA";"2";"0"
"63269";252000;733315,5;39199,5;-19151;NA;679500;2;"F";"Commercial associate";"Secondary / secondary special";"Civil marriage";"Sales staff";"Other";"1";"0"
"47742";254700;855463,5;54801;-17254;7;747000;4;"M";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"1";"0"
"236545";171000;765000;22365;-21147;NA;765000;1;"F";"Pensioner";"Higher education";"Single / not married";"";"XNA";"2";"0"
"207546";135000;270000;13500;-12036;23;270000;3;"M";"Working";"Secondary / secondary special";"Married";"Security staff";"Business Entity Type 3";"3";"0"
"227879";90000;942300;27679,5;-17969;NA;675000;1;"F";"Working";"Secondary / secondary special";"Single / not married";"Cooking staff";"Business Entity Type 3";"2";"0"
"275555";270000;1546020;45333;-21090;NA;1350000;2;"F";"Commercial associate";"Higher education";"Married";"";"Other";"2";"0"
"127765";270000;143910;14364;-10059;19;135000;3;"M";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"207656";270000;2250000;59355;-14586;1;2250000;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"Core staff";"Business Entity Type 1";"1";"0"
"137577";90000;652500;19206;-15973;NA;652500;2;"F";"Working";"Secondary / secondary special";"Married";"";"Agriculture";"2";"0"
"165264";180000;526491;33777;-11514;3;454500;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Construction";"2";"0"
"113373";180000;254700;16276,5;-20846;NA;225000;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"0"
"86094";112500;180000;9000;-8785;NA;180000;2;"F";"Working";"Secondary / secondary special";"Single / not married";"Sales staff";"Business Entity Type 3";"2";"0"
"199981";180000;490495,5;38884,5;-16014;19;454500;2;"M";"Working";"Secondary / secondary special";"Civil marriage";"Drivers";"Self-employed";"2";"0"
"4094";337500;746280;54436,5;-13631;NA;675000;2;"M";"Working";"Higher education";"Married";"";"Business Entity Type 3";"1";"0"
"195212";225000;1006920;40063,5;-19230;35;9e+05;3;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Construction";"2";"0"
"198189";292500;754740;24475,5;-17826;14;630000;1;"F";"Working";"Secondary / secondary special";"Separated";"Laborers";"Self-employed";"3";"0"
"96488";265500;1508427;76756,5;-22459;NA;1440000;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"0"
"80291";67500;103500;10080;-18048;NA;103500;1;"F";"Working";"Secondary / secondary special";"Separated";"Medicine staff";"Medicine";"2";"0"
"237474";147150;531706,5;17572,5;-22692;NA;459000;1;"F";"Pensioner";"Secondary / secondary special";"Single / not married";"";"XNA";"2";"0"
"175946";135000;679500;27076,5;-19031;NA;679500;3;"F";"Working";"Secondary / secondary special";"Widow";"Laborers";"Business Entity Type 3";"1";"0"
"108876";67500;156384;16155;-22629;NA;135000;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"0"
"228795";202500;152820;12073,5;-15033;8;135000;1;"F";"Commercial associate";"Higher education";"Single / not married";"Accountants";"Self-employed";"1";"0"
"64951";76500;45000;4738,5;-11614;5;45000;3;"M";"Working";"Secondary / secondary special";"Married";"Security staff";"Government";"2";"0"
"271733";135000;490495,5;47911,5;-13560;NA;454500;2;"F";"Working";"Secondary / secondary special";"Married";"";"Business Entity Type 3";"2";"0"
"306351";72000;271066,5;11614,5;-20437;NA;234000;2;"M";"Working";"Secondary / secondary special";"Married";"Cleaning staff";"Kindergarten";"3";"0"
"16891";135000;315000;21181,5;-19403;NA;315000;2;"M";"Working";"Secondary / secondary special";"Married";"Security staff";"Business Entity Type 3";"2";"0"
"257619";85500;9e+05;26316;-12793;NA;9e+05;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Cleaning staff";"Self-employed";"2";"0"
"277069";157500;523152;48114;-19686;31;463500;2;"M";"Working";"Higher education";"Married";"Laborers";"Self-employed";"2";"0"
"233783";204750;1546020;45333;-10156;NA;1350000;4;"F";"Working";"Secondary / secondary special";"Married";"";"Business Entity Type 3";"3";"0"
"232722";90000;508495,5;24592,5;-22201;NA;454500;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"3";"0"
"55549";90000;661500;14733;-15569;NA;661500;1;"F";"Working";"Secondary / secondary special";"Single / not married";"Core staff";"Self-employed";"3";"0"
"26025";157500;172021,5;17757;-21662;NA;148500;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"0"
"151807";225000;180000;9000;-8593;11;180000;1;"M";"Working";"Secondary / secondary special";"Single / not married";"Laborers";"Business Entity Type 3";"2";"0"
"188656";360000;808650;31333,5;-13460;1;675000;3;"F";"State servant";"Higher education";"Civil marriage";"Core staff";"Other";"1";"0"
"247663";114750;593010;17469;-22446;NA;495000;1;"F";"Pensioner";"Secondary / secondary special";"Single / not married";"";"XNA";"3";"0"
"154059";135000;590337;28530;-20378;NA;477000;2;"F";"State servant";"Secondary / secondary special";"Married";"Medicine staff";"Medicine";"3";"0"
"303716";112500;824823;24246;-15952;NA;688500;4;"F";"Commercial associate";"Secondary / secondary special";"Married";"";"Insurance";"2";"0"
"129580";148500;1104997,5;33502,5;-18142;NA;990000;2;"M";"Commercial associate";"Higher education";"Civil marriage";"Laborers";"Construction";"2";"0"
"223654";121500;180000;9000;-8212;NA;180000;1;"F";"Working";"Secondary / secondary special";"Single / not married";"";"Industry: type 9";"2";"0"
"63839";135000;450000;30204;-12457;NA;450000;4;"F";"Working";"Higher education";"Married";"";"Transport: type 4";"2";"0"
"152837";162000;1494486;43825,5;-14539;NA;1305000;3;"F";"State servant";"Higher education";"Civil marriage";"Core staff";"School";"2";"0"
"302578";135000;265851;14548,5;-11791;NA;229500;3;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"0"
"158256";157500;161730;8257,5;-10214;NA;135000;1;"F";"Working";"Higher education";"Single / not married";"Laborers";"Construction";"3";"0"
"176855";90000;625536;32067;-11217;5;540000;3;"F";"Commercial associate";"Secondary / secondary special";"Married";"Medicine staff";"Medicine";"2";"0"
"257643";171000;543735;26289;-19889;NA;486000;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"High skill tech staff";"Transport: type 2";"1";"0"
"226628";81000;71955;7879,5;-19926;NA;67500;2;"M";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"0"
"35789";112500;118602;6183;-13591;NA;99000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Industry: type 7";"2";"0"
"119218";67500;238500;18972;-13825;NA;238500;3;"M";"Working";"Higher education";"Married";"High skill tech staff";"Industry: type 12";"3";"0"
"112262";180000;585000;15561;-10039;NA;585000;1;"M";"Commercial associate";"Higher education";"Single / not married";"Core staff";"Bank";"2";"0"
"232674";112500;1350000;39604,5;-20880;NA;1350000;2;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"72977";90000;454500;17739;-13107;NA;454500;4;"M";"Commercial associate";"Secondary / secondary special";"Married";"";"Self-employed";"3";"0"
"15788";157500;1078200;38331;-14134;13;9e+05;2;"M";"Working";"Secondary / secondary special";"Civil marriage";"Security staff";"Other";"2";"0"
"34136";126000;651600;30325,5;-22112;NA;562500;1;"F";"Pensioner";"Secondary / secondary special";"Widow";"";"XNA";"3";"0"
"131829";72000;916470;26928;-16343;NA;765000;2;"F";"Working";"Secondary / secondary special";"Married";"";"Medicine";"1";"0"
"61826";157500;286704;12145,5;-8962;17;247500;1;"M";"Working";"Secondary / secondary special";"Single / not married";"Laborers";"Transport: type 2";"2";"0"
"256078";225000;1345500;57136,5;-19298;3;1345500;2;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Restaurant";"2";"0"
"116512";166500;553806;28404;-13499;NA;495000;4;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"186159";135000;285723;22239;-9853;NA;238500;2;"M";"Commercial associate";"Secondary / secondary special";"Civil marriage";"Drivers";"Police";"2";"0"
"48235";121500;161730;12829,5;-12639;NA;135000;2;"F";"Working";"Secondary / secondary special";"Married";"Core staff";"Trade: type 3";"2";"0"
"234817";121500;855000;23643;-9604;2;855000;2;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Self-employed";"2";"0"
"219260";135000;152820;10210,5;-9726;NA;135000;3;"F";"Working";"Secondary / secondary special";"Civil marriage";"Sales staff";"Self-employed";"2";"0"
"158897";81000;126130,5;6570;-15129;20;85500;3;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"3";"0"
"270373";135000;454500;25375,5;-22697;NA;454500;2;"F";"Pensioner";"Secondary / secondary special";"Civil marriage";"";"XNA";"2";"0"
"169824";112500;225000;21919,5;-25196;NA;225000;1;"F";"Pensioner";"Higher education";"Widow";"";"XNA";"2";"0"
"114488";135000;405000;20250;-13735;8;405000;2;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Business Entity Type 3";"2";"0"
"110754";99000;544491;15916,5;-20194;NA;454500;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"0"
"49355";180000;835380;45445,5;-17308;NA;675000;5;"F";"State servant";"Higher education";"Married";"Core staff";"Government";"1";"0"
"5164";270000;450000;19953;-23956;14;450000;2;"M";"Pensioner";"Higher education";"Married";"";"XNA";"2";"0"
"260885";90000;225000;11250;-15975;NA;225000;4;"F";"Working";"Secondary / secondary special";"Civil marriage";"Laborers";"Business Entity Type 3";"3";"0"
"300677";67500;99504;9693;-14515;NA;90000;3;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Industry: type 3";"2";"0"
"265470";135000;314055;13963,5;-15170;NA;238500;1;"M";"Working";"Secondary / secondary special";"Single / not married";"Security staff";"Business Entity Type 3";"2";"0"
"188604";135000;254700;13068;-21086;NA;225000;2;"F";"Pensioner";"Higher education";"Married";"";"XNA";"2";"0"
"144722";135000;573408;20727;-11747;12;495000;4;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"3";"0"
"135344";67500;180000;9000;-8058;NA;180000;1;"F";"Commercial associate";"Incomplete higher";"Single / not married";"Accountants";"Business Entity Type 3";"2";"0"
"276341";112500;1006920;51543;-19111;NA;9e+05;2;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"0"
"52446";202500;703728;55728;-15440;NA;607500;1;"F";"Working";"Secondary / secondary special";"Single / not married";"Cleaning staff";"Government";"1";"0"
"297622";180000;1552500;53964;-14099;NA;1552500;1;"F";"Working";"Secondary / secondary special";"Separated";"Laborers";"Business Entity Type 3";"1";"0"
"164008";382500;675000;22306,5;-23179;NA;675000;2;"M";"Pensioner";"Higher education";"Civil marriage";"";"XNA";"3";"0"
"173563";126000;562500;21847,5;-22417;NA;562500;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"0"
"199303";675000;1800000;90000;-16485;0;1800000;2;"M";"Commercial associate";"Higher education";"Married";"Managers";"Business Entity Type 3";"1";"0"
"298211";112500;675000;32602,5;-16897;7;675000;4;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Hotel";"2";"0"
"79491";126000;457834,5;23836,5;-11290;NA;378000;1;"F";"Working";"Higher education";"Separated";"";"Business Entity Type 3";"3";"0"
"70435";180000;254700;27153;-11693;NA;225000;4;"F";"Commercial associate";"Higher education";"Married";"Accountants";"Bank";"1";"0"
"11082";81000;225000;12694,5;-21320;NA;225000;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"0"
"66274";90000;255960;20353,5;-15189;6;202500;3;"M";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"16349";180000;157500;7875;-13278;8;157500;4;"M";"Working";"Secondary / secondary special";"Married";"Managers";"Business Entity Type 3";"1";"0"
"116446";121500;808650;26217;-18307;NA;675000;3;"F";"Working";"Secondary / secondary special";"Married";"Core staff";"School";"3";"0"
"290699";225000;2013840;53253;-20115;NA;1800000;1;"F";"Commercial associate";"Higher education";"Widow";"Accountants";"Business Entity Type 3";"2";"0"
"280624";180000;254700;14620,5;-13756;NA;225000;4;"M";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Other";"2";"0"
"94094";112500;450000;16965;-16452;5;450000;1;"M";"Working";"Secondary / secondary special";"Single / not married";"Laborers";"Industry: type 11";"2";"0"
"189369";99000;284400;13387,5;-13694;NA;225000;2;"F";"Commercial associate";"Secondary / secondary special";"Civil marriage";"Private service staff";"Self-employed";"1";"0"
"78127";112500;45000;4774,5;-11171;5;45000;4;"F";"Working";"Secondary / secondary special";"Married";"Core staff";"Bank";"2";"0"
"306406";180000;282690;15462;-11328;NA;202500;2;"M";"Working";"Secondary / secondary special";"Separated";"";"Business Entity Type 1";"2";"0"
"248973";148500;1255680;41499;-19201;NA;1125000;1;"F";"Working";"Secondary / secondary special";"Single / not married";"High skill tech staff";"Business Entity Type 3";"2";"0"
"232733";112500;760225,5;30280,5;-15006;NA;679500;2;"F";"Working";"Secondary / secondary special";"Civil marriage";"Waiters/barmen staff";"Hotel";"2";"0"
"176733";225000;654498;33547,5;-14888;2;585000;1;"F";"Working";"Higher education";"Separated";"Managers";"Other";"3";"0"
"220832";108000;225000;14647,5;-20511;NA;225000;1;"F";"Working";"Secondary / secondary special";"Widow";"Cleaning staff";"Self-employed";"2";"0"
"200631";270000;270000;13500;-7818;3;270000;1;"F";"Commercial associate";"Secondary / secondary special";"Single / not married";"Core staff";"Bank";"1";"0"
"34643";135000;1256400;36864;-14322;27;9e+05;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Transport: type 4";"2";"0"
"251948";90000;490495,5;27517,5;-11383;NA;454500;3;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Self-employed";"2";"0"
"8970";112500;254412;12501;-12928;13;166500;3;"F";"State servant";"Secondary / secondary special";"Married";"High skill tech staff";"Medicine";"3";"0"
"270637";112500;91692;10476;-9401;NA;81000;2;"F";"Working";"Higher education";"Married";"Sales staff";"Business Entity Type 3";"2";"0"
"188742";157500;781920;25969,5;-18829;NA;675000;3;"F";"Working";"Secondary / secondary special";"Married";"";"Other";"2";"0"
"103894";202500;9e+05;29034;-13724;NA;9e+05;5;"F";"Commercial associate";"Secondary / secondary special";"Married";"";"Business Entity Type 2";"2";"0"
"276626";90000;1288350;37669,5;-14898;NA;1125000;2;"F";"State servant";"Higher education";"Married";"";"Government";"2";"0"
"92835";157500;296280;18931,5;-15531;13;225000;4;"M";"State servant";"Higher education";"Married";"Core staff";"Postal";"3";"0"
"179600";180000;743031;39717;-22945;NA;688500;1;"F";"Pensioner";"Secondary / secondary special";"Widow";"";"XNA";"1";"0"
"67117";135000;1008117;32652;-14056;NA;841500;4;"F";"Working";"Higher education";"Married";"";"University";"2";"0"
"136033";135000;495000;21100,5;-14565;NA;495000;2;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Self-employed";"2";"0"
"31036";351000;746280;59094;-12167;NA;675000;2;"M";"Commercial associate";"Higher education";"Married";"Managers";"Trade: type 7";"2";"0"
"150185";144000;1288350;37800;-17132;16;1125000;2;"M";"Pensioner";"Higher education";"Married";"";"XNA";"2";"0"
"206078";225000;954864;28048,5;-14485;NA;684000;1;"F";"Commercial associate";"Higher education";"Single / not married";"Managers";"Other";"1";"0"
"154818";202500;728460;44694;-18976;NA;675000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Construction";"2";"0"
"271396";180000;284400;8622;-12279;NA;225000;2;"F";"Working";"Higher education";"Married";"Core staff";"Medicine";"2";"0"
"178107";211500;1125000;36292,5;-12121;8;1125000;3;"M";"State servant";"Higher education";"Married";"";"Other";"3";"0"
"111524";540000;1350000;67500;-12594;NA;1350000;2;"F";"Commercial associate";"Higher education";"Single / not married";"";"Restaurant";"3";"0"
"104000";292500;454500;27193,5;-10345;NA;454500;1;"F";"Commercial associate";"Higher education";"Single / not married";"";"Industry: type 9";"2";"0"
"127062";162000;345843;36823,5;-10049;NA;328500;3;"F";"State servant";"Higher education";"Married";"";"Military";"3";"0"
"100996";225000;1264428;37098;-22263;2;990000;1;"F";"Pensioner";"Higher education";"Separated";"";"XNA";"2";"0"
"291996";144000;431280;23395,5;-13397;9;360000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Transport: type 4";"2";"0"
"24324";49500;202500;10125;-10897;NA;202500;3;"F";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Industry: type 3";"2";"0"
"232850";67500;135000;6750;-13551;NA;135000;2;"F";"Working";"Secondary / secondary special";"Separated";"Laborers";"Business Entity Type 3";"2";"0"
"149249";360000;1350000;39604,5;-19649;NA;1350000;2;"F";"Working";"Secondary / secondary special";"Married";"High skill tech staff";"Business Entity Type 3";"2";"0"
